apk,txt_file,category,category_confidence,term,example_count
com_applebottoms_onboardchessalpha-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,General Eye Tracking Enablement,high,eye tracking,2
com_applebottoms_onboardchessalpha-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Eye-Tracking Enablement,low,eye track,6
com_applebottoms_onboardchessalpha-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Eye-Tracking Enablement,low,eyeTrack,20
com_applebottoms_onboardchessalpha-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Eye-Tracking Enablement,low,eyeTracking,6
com_applebottoms_onboardchessalpha-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Foveated Rendering,high,XR_META_foveation_eye_tracked,3
com_applebottoms_onboardchessalpha-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Foveated Rendering,medium,xrGetFoveationEyeTrackedStateMETA,2
com_applebottoms_onboardchessalpha-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Raw Data Collection,high,ovrp_GetEyeAcceleration,1
com_applebottoms_onboardchessalpha-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Raw Data Collection,high,ovrp_GetEyeVelocity,1
com_applebottoms_onboardchessalpha-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Foveated Rendering,medium,ovrp_SetFoveationEyeTracked,1
com_applebottoms_onboardchessalpha-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Foveated Rendering,medium,ovrp_GetFoveationEyeTrackedCenter,1
com_applebottoms_onboardchessalpha-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Foveated Rendering,medium,GetFoveationEyeTrackedCenter(),2
com_applebottoms_onboardchessalpha-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,General Eye Tracking Enablement,high,EyeTracked,9
com_applebottoms_onboardchessalpha-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,General Eye Tracking Enablement,high,eyeTrackingSupported,2
com_applebottoms_onboardchessalpha-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Raw Data Collection,high,ovrp_GetEyeGazesState,1
com_applebottoms_onboardchessalpha-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Raw Data Collection,medium,ovrp_GetEyeTrackingEnabled,1
com_applebottoms_onboardchessalpha-decoded,normalized/ascii/lib__arm64-v8a__libovrplugintracking.so.txt,Eye-Tracking Enablement,low,eyeTrack,5
com_applebottoms_onboardchessalpha-decoded,normalized/ascii/lib__arm64-v8a__libovrplugintracking.so.txt,Eye-Tracking Enablement,low,eyeTracking,5
com_applebottoms_onboardchessalpha-decoded,normalized/ascii/lib__arm64-v8a__libovrplugintracking.so.txt,Raw Data Collection,high,ovrp_GetEyeGazesState,1
com_applebottoms_onboardchessalpha-decoded,normalized/ascii/lib__arm64-v8a__libovrplugintracking.so.txt,Raw Data Collection,medium,ovrp_GetEyeTrackingEnabled,1
com_applebottoms_onboardchessalpha-decoded,normalized/ascii/lib__arm64-v8a__libUnityOpenXR.so.txt,Eye-Tracking Enablement,low,eyeTrack,7
com_applebottoms_onboardchessalpha-decoded,normalized/ascii/lib__arm64-v8a__libUnityOpenXR.so.txt,Eye-Tracking Enablement,low,eyeTracking,3
com_applebottoms_onboardchessalpha-decoded,normalized/ascii/lib__arm64-v8a__libUnityOpenXR.so.txt,Foveated Rendering,high,XR_META_foveation_eye_tracked,1
com_applebottoms_onboardchessalpha-decoded,normalized/ascii/lib__arm64-v8a__libUnityOpenXR.so.txt,Foveated Rendering,medium,MetaGetEyeTrackedFoveationSupported,1
com_applebottoms_onboardchessalpha-decoded,normalized/ascii/lib__arm64-v8a__libUnityOpenXR.so.txt,Foveated Rendering,medium,MetaGetFoveationEyeTracked,1
com_applebottoms_onboardchessalpha-decoded,normalized/ascii/lib__arm64-v8a__libUnityOpenXR.so.txt,Foveated Rendering,medium,MetaSetFoveationEyeTracked,1
com_applebottoms_onboardchessalpha-decoded,normalized/ascii/lib__arm64-v8a__libUnityOpenXR.so.txt,Foveated Rendering,medium,xrGetFoveationEyeTrackedStateMETA,1
com_applebottoms_onboardchessalpha-decoded,normalized/ascii/lib__arm64-v8a__libUnityOpenXR.so.txt,General Eye Tracking Enablement,high,EyeTracked,4
com_applebottoms_onboardchessalpha-decoded,normalized/ascii/lib__arm64-v8a__libxrtracking.so.txt,General Eye Tracking Enablement,high,eye tracking,1
com_applebottoms_onboardchessalpha-decoded,normalized/ascii/lib__arm64-v8a__libxrtracking.so.txt,Eye-Tracking Enablement,low,eye track,2
com_applebottoms_onboardchessalpha-decoded,normalized/ascii/lib__arm64-v8a__libxrtracking.so.txt,Eye-Tracking Enablement,low,eyeTrack,4
com_applebottoms_onboardchessalpha-decoded,normalized/ascii/lib__arm64-v8a__libxrtracking.so.txt,Eye-Tracking Enablement,low,eyeTracking,2
com_arcanemiracle_wowfree-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Eye-Tracking Enablement,low,eyeTrack,10
com_arcanemiracle_wowfree-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Eye-Tracking Enablement,low,eyeTracking,4
com_arcanemiracle_wowfree-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,high,GetEyeTrackedFoveatedRenderingEnabled,1
com_arcanemiracle_wowfree-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,high,GetEyeTrackedFoveatedRenderingSupported,1
com_arcanemiracle_wowfree-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,medium,SetEyeTrackedFoveatedRenderingEnabled,1
com_arcanemiracle_wowfree-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,medium,ovrp_SetFoveationEyeTracked,1
com_arcanemiracle_wowfree-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,medium,SetEyeTrackedFoveatedRenderingEnabled,1
com_arcanemiracle_wowfree-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,high,GetEyeTrackedFoveatedRenderingSupported,1
com_arcanemiracle_wowfree-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,General Eye Tracking Enablement,high,EyeTracked,6
com_arcanemiracle_wowfree-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,General Eye Tracking Enablement,high,eyeTrackingSupported,1
com_arcanemiracle_wowfree-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Raw Data Collection,high,ovrp_GetEyeGazesState,1
com_arcanemiracle_wowfree-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Raw Data Collection,medium,ovrp_GetEyeTrackingEnabled,1
com_arcanemiracle_wowfree-decoded,normalized/ascii/lib__arm64-v8a__libOculusXRPlugin.so.txt,Eye-Tracking Enablement,low,eye track,7
com_arcanemiracle_wowfree-decoded,normalized/ascii/lib__arm64-v8a__libOculusXRPlugin.so.txt,Eye-Tracking Enablement,low,eyeTrack,25
com_arcanemiracle_wowfree-decoded,normalized/ascii/lib__arm64-v8a__libOculusXRPlugin.so.txt,Eye-Tracking Enablement,low,eyeTracking,9
com_arcanemiracle_wowfree-decoded,normalized/ascii/lib__arm64-v8a__libOculusXRPlugin.so.txt,Foveated Rendering,high,GetEyeTrackedFoveatedRenderingEnabled,4
com_arcanemiracle_wowfree-decoded,normalized/ascii/lib__arm64-v8a__libOculusXRPlugin.so.txt,Foveated Rendering,high,GetEyeTrackedFoveatedRenderingSupported,4
com_arcanemiracle_wowfree-decoded,normalized/ascii/lib__arm64-v8a__libOculusXRPlugin.so.txt,Foveated Rendering,medium,SetEyeTrackedFoveatedRenderingEnabled,4
com_arcanemiracle_wowfree-decoded,normalized/ascii/lib__arm64-v8a__libOculusXRPlugin.so.txt,Foveated Rendering,medium,ovrp_SetFoveationEyeTracked,4
com_arcanemiracle_wowfree-decoded,normalized/ascii/lib__arm64-v8a__libOculusXRPlugin.so.txt,Foveated Rendering,medium,ovrp_GetFoveationEyeTrackedCenter,4
com_arcanemiracle_wowfree-decoded,normalized/ascii/lib__arm64-v8a__libOculusXRPlugin.so.txt,Foveated Rendering,medium,SetEyeTrackedFoveatedRenderingEnabled,4
com_arcanemiracle_wowfree-decoded,normalized/ascii/lib__arm64-v8a__libOculusXRPlugin.so.txt,Foveated Rendering,high,GetEyeTrackedFoveatedRenderingSupported,4
com_arcanemiracle_wowfree-decoded,normalized/ascii/lib__arm64-v8a__libOculusXRPlugin.so.txt,General Eye Tracking Enablement,high,EyeTracked,25
com_arcanemiracle_wowfree-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,General Eye Tracking Enablement,high,eye tracking,2
com_arcanemiracle_wowfree-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Eye-Tracking Enablement,low,eye track,6
com_arcanemiracle_wowfree-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Eye-Tracking Enablement,low,eyeTrack,20
com_arcanemiracle_wowfree-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Eye-Tracking Enablement,low,eyeTracking,6
com_arcanemiracle_wowfree-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Foveated Rendering,high,XR_META_foveation_eye_tracked,3
com_arcanemiracle_wowfree-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Foveated Rendering,medium,xrGetFoveationEyeTrackedStateMETA,2
com_arcanemiracle_wowfree-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Raw Data Collection,high,ovrp_GetEyeAcceleration,1
com_arcanemiracle_wowfree-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Raw Data Collection,high,ovrp_GetEyeVelocity,1
com_arcanemiracle_wowfree-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Foveated Rendering,medium,ovrp_SetFoveationEyeTracked,1
com_arcanemiracle_wowfree-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Foveated Rendering,medium,ovrp_GetFoveationEyeTrackedCenter,1
com_arcanemiracle_wowfree-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Foveated Rendering,medium,GetFoveationEyeTrackedCenter(),2
com_arcanemiracle_wowfree-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,General Eye Tracking Enablement,high,EyeTracked,9
com_arcanemiracle_wowfree-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,General Eye Tracking Enablement,high,eyeTrackingSupported,2
com_arcanemiracle_wowfree-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Raw Data Collection,high,ovrp_GetEyeGazesState,1
com_arcanemiracle_wowfree-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Raw Data Collection,medium,ovrp_GetEyeTrackingEnabled,1
com_armoredpigstudios_beathimup-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Eye-Tracking Enablement,low,eyeTrack,11
com_armoredpigstudios_beathimup-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Eye-Tracking Enablement,low,eyeTracking,5
com_armoredpigstudios_beathimup-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,medium,MetaGetEyeTrackedFoveationSupported,1
com_armoredpigstudios_beathimup-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,medium,MetaGetFoveationEyeTracked,1
com_armoredpigstudios_beathimup-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,medium,MetaSetFoveationEyeTracked,1
com_armoredpigstudios_beathimup-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,medium,ovrp_SetFoveationEyeTracked,1
com_armoredpigstudios_beathimup-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,General Eye Tracking Enablement,high,EyeTracked,6
com_armoredpigstudios_beathimup-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,General Eye Tracking Enablement,high,eyeTrackingSupported,1
com_armoredpigstudios_beathimup-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Raw Data Collection,high,ovrp_GetEyeGazesState,1
com_armoredpigstudios_beathimup-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Raw Data Collection,medium,ovrp_GetEyeTrackingEnabled,1
com_armoredpigstudios_beathimup-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,General Eye Tracking Enablement,high,eye tracking,2
com_armoredpigstudios_beathimup-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Eye-Tracking Enablement,low,eye track,6
com_armoredpigstudios_beathimup-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Eye-Tracking Enablement,low,eyeTrack,20
com_armoredpigstudios_beathimup-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Eye-Tracking Enablement,low,eyeTracking,6
com_armoredpigstudios_beathimup-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Foveated Rendering,high,XR_META_foveation_eye_tracked,3
com_armoredpigstudios_beathimup-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Foveated Rendering,medium,xrGetFoveationEyeTrackedStateMETA,2
com_armoredpigstudios_beathimup-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Raw Data Collection,high,ovrp_GetEyeAcceleration,1
com_armoredpigstudios_beathimup-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Raw Data Collection,high,ovrp_GetEyeVelocity,1
com_armoredpigstudios_beathimup-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Foveated Rendering,medium,ovrp_SetFoveationEyeTracked,1
com_armoredpigstudios_beathimup-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Foveated Rendering,medium,ovrp_GetFoveationEyeTrackedCenter,1
com_armoredpigstudios_beathimup-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Foveated Rendering,medium,GetFoveationEyeTrackedCenter(),2
com_armoredpigstudios_beathimup-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,General Eye Tracking Enablement,high,EyeTracked,9
com_armoredpigstudios_beathimup-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,General Eye Tracking Enablement,high,eyeTrackingSupported,2
com_armoredpigstudios_beathimup-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Raw Data Collection,high,ovrp_GetEyeGazesState,1
com_armoredpigstudios_beathimup-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Raw Data Collection,medium,ovrp_GetEyeTrackingEnabled,1
com_armoredpigstudios_beathimup-decoded,normalized/ascii/lib__arm64-v8a__libUnityOpenXR.so.txt,Eye-Tracking Enablement,low,eyeTrack,7
com_armoredpigstudios_beathimup-decoded,normalized/ascii/lib__arm64-v8a__libUnityOpenXR.so.txt,Eye-Tracking Enablement,low,eyeTracking,3
com_armoredpigstudios_beathimup-decoded,normalized/ascii/lib__arm64-v8a__libUnityOpenXR.so.txt,Foveated Rendering,high,XR_META_foveation_eye_tracked,1
com_armoredpigstudios_beathimup-decoded,normalized/ascii/lib__arm64-v8a__libUnityOpenXR.so.txt,Foveated Rendering,medium,MetaGetEyeTrackedFoveationSupported,1
com_armoredpigstudios_beathimup-decoded,normalized/ascii/lib__arm64-v8a__libUnityOpenXR.so.txt,Foveated Rendering,medium,MetaGetFoveationEyeTracked,1
com_armoredpigstudios_beathimup-decoded,normalized/ascii/lib__arm64-v8a__libUnityOpenXR.so.txt,Foveated Rendering,medium,MetaSetFoveationEyeTracked,1
com_armoredpigstudios_beathimup-decoded,normalized/ascii/lib__arm64-v8a__libUnityOpenXR.so.txt,Foveated Rendering,medium,xrGetFoveationEyeTrackedStateMETA,1
com_armoredpigstudios_beathimup-decoded,normalized/ascii/lib__arm64-v8a__libUnityOpenXR.so.txt,General Eye Tracking Enablement,high,EyeTracked,4
com_beatgames_beatsaber_demo-decoded,normalized/ascii/lib__armeabi-v7a__libOVRPlugin.so.txt,Raw Data Collection,high,ovrp_GetEyeAcceleration,2
com_beatgames_beatsaber_demo-decoded,normalized/ascii/lib__armeabi-v7a__libOVRPlugin.so.txt,Raw Data Collection,high,ovrp_GetEyeVelocity,2
com_BlackLoboGaming_SmashRoomVR-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Eye-Tracking Enablement,low,eyeTrack,10
com_BlackLoboGaming_SmashRoomVR-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Eye-Tracking Enablement,low,eyeTracking,4
com_BlackLoboGaming_SmashRoomVR-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,high,GetEyeTrackedFoveatedRenderingEnabled,1
com_BlackLoboGaming_SmashRoomVR-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,high,GetEyeTrackedFoveatedRenderingSupported,1
com_BlackLoboGaming_SmashRoomVR-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,medium,SetEyeTrackedFoveatedRenderingEnabled,1
com_BlackLoboGaming_SmashRoomVR-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,medium,ovrp_SetFoveationEyeTracked,1
com_BlackLoboGaming_SmashRoomVR-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,medium,SetEyeTrackedFoveatedRenderingEnabled,1
com_BlackLoboGaming_SmashRoomVR-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,high,GetEyeTrackedFoveatedRenderingSupported,1
com_BlackLoboGaming_SmashRoomVR-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,General Eye Tracking Enablement,high,EyeTracked,6
com_BlackLoboGaming_SmashRoomVR-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,General Eye Tracking Enablement,high,eyeTrackingSupported,1
com_BlackLoboGaming_SmashRoomVR-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Raw Data Collection,high,ovrp_GetEyeGazesState,1
com_BlackLoboGaming_SmashRoomVR-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Raw Data Collection,medium,ovrp_GetEyeTrackingEnabled,1
com_BlackLoboGaming_SmashRoomVR-decoded,normalized/ascii/lib__arm64-v8a__libOculusXRPlugin.so.txt,Eye-Tracking Enablement,low,eye track,6
com_BlackLoboGaming_SmashRoomVR-decoded,normalized/ascii/lib__arm64-v8a__libOculusXRPlugin.so.txt,Eye-Tracking Enablement,low,eyeTrack,25
com_BlackLoboGaming_SmashRoomVR-decoded,normalized/ascii/lib__arm64-v8a__libOculusXRPlugin.so.txt,Eye-Tracking Enablement,low,eyeTracking,2
com_BlackLoboGaming_SmashRoomVR-decoded,normalized/ascii/lib__arm64-v8a__libOculusXRPlugin.so.txt,Foveated Rendering,high,GetEyeTrackedFoveatedRenderingEnabled,4
com_BlackLoboGaming_SmashRoomVR-decoded,normalized/ascii/lib__arm64-v8a__libOculusXRPlugin.so.txt,Foveated Rendering,high,GetEyeTrackedFoveatedRenderingSupported,4
com_BlackLoboGaming_SmashRoomVR-decoded,normalized/ascii/lib__arm64-v8a__libOculusXRPlugin.so.txt,Foveated Rendering,medium,SetEyeTrackedFoveatedRenderingEnabled,4
com_BlackLoboGaming_SmashRoomVR-decoded,normalized/ascii/lib__arm64-v8a__libOculusXRPlugin.so.txt,Foveated Rendering,medium,ovrp_SetFoveationEyeTracked,4
com_BlackLoboGaming_SmashRoomVR-decoded,normalized/ascii/lib__arm64-v8a__libOculusXRPlugin.so.txt,Foveated Rendering,medium,ovrp_GetFoveationEyeTrackedCenter,4
com_BlackLoboGaming_SmashRoomVR-decoded,normalized/ascii/lib__arm64-v8a__libOculusXRPlugin.so.txt,Foveated Rendering,medium,SetEyeTrackedFoveatedRenderingEnabled,4
com_BlackLoboGaming_SmashRoomVR-decoded,normalized/ascii/lib__arm64-v8a__libOculusXRPlugin.so.txt,Foveated Rendering,high,GetEyeTrackedFoveatedRenderingSupported,4
com_BlackLoboGaming_SmashRoomVR-decoded,normalized/ascii/lib__arm64-v8a__libOculusXRPlugin.so.txt,General Eye Tracking Enablement,high,EyeTracked,25
com_BlackLoboGaming_SmashRoomVR-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,General Eye Tracking Enablement,high,eye tracking,2
com_BlackLoboGaming_SmashRoomVR-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Eye-Tracking Enablement,low,eye track,6
com_BlackLoboGaming_SmashRoomVR-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Eye-Tracking Enablement,low,eyeTrack,18
com_BlackLoboGaming_SmashRoomVR-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Eye-Tracking Enablement,low,eyeTracking,4
com_BlackLoboGaming_SmashRoomVR-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Foveated Rendering,high,XR_META_foveation_eye_tracked,3
com_BlackLoboGaming_SmashRoomVR-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Foveated Rendering,medium,xrGetFoveationEyeTrackedStateMETA,2
com_BlackLoboGaming_SmashRoomVR-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Raw Data Collection,high,ovrp_GetEyeAcceleration,1
com_BlackLoboGaming_SmashRoomVR-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Raw Data Collection,high,ovrp_GetEyeVelocity,1
com_BlackLoboGaming_SmashRoomVR-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Foveated Rendering,medium,ovrp_SetFoveationEyeTracked,1
com_BlackLoboGaming_SmashRoomVR-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Foveated Rendering,medium,ovrp_GetFoveationEyeTrackedCenter,1
com_BlackLoboGaming_SmashRoomVR-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Foveated Rendering,medium,GetFoveationEyeTrackedCenter(),2
com_BlackLoboGaming_SmashRoomVR-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,General Eye Tracking Enablement,high,EyeTracked,9
com_BlackLoboGaming_SmashRoomVR-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,General Eye Tracking Enablement,high,eyeTrackingSupported,1
com_BlackLoboGaming_SmashRoomVR-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Raw Data Collection,high,ovrp_GetEyeGazesState,1
com_BlackLoboGaming_SmashRoomVR-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Raw Data Collection,medium,ovrp_GetEyeTrackingEnabled,1
com_BlackLoopGames_DirtBikerVR-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Eye-Tracking Enablement,low,eyeTrack,11
com_BlackLoopGames_DirtBikerVR-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Eye-Tracking Enablement,low,eyeTracking,5
