apk,txt_file,category,category_confidence,term,example_count
ai_realvr_villa-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,General Eye Tracking Enablement,high,eye tracking,2
ai_realvr_villa-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Eye-Tracking Enablement,low,eye track,6
ai_realvr_villa-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Eye-Tracking Enablement,low,eyeTrack,20
ai_realvr_villa-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Eye-Tracking Enablement,low,eyeTracking,6
ai_realvr_villa-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Foveated Rendering,high,XR_META_foveation_eye_tracked,3
ai_realvr_villa-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Foveated Rendering,medium,xrGetFoveationEyeTrackedStateMETA,2
ai_realvr_villa-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Raw Data Collection,high,ovrp_GetEyeAcceleration,1
ai_realvr_villa-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Raw Data Collection,high,ovrp_GetEyeVelocity,1
ai_realvr_villa-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Foveated Rendering,medium,ovrp_SetFoveationEyeTracked,1
ai_realvr_villa-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Foveated Rendering,medium,ovrp_GetFoveationEyeTrackedCenter,1
ai_realvr_villa-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Foveated Rendering,medium,GetFoveationEyeTrackedCenter(),2
ai_realvr_villa-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,General Eye Tracking Enablement,high,EyeTracked,9
ai_realvr_villa-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,General Eye Tracking Enablement,high,eyeTrackingSupported,2
ai_realvr_villa-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Raw Data Collection,high,ovrp_GetEyeGazesState,1
ai_realvr_villa-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Raw Data Collection,medium,ovrp_GetEyeTrackingEnabled,1
ai_realvr_villa-decoded,normalized/ascii/lib__arm64-v8a__libUnreal.so.txt,Eye-Tracking Enablement,low,eyeTrack,25
ai_realvr_villa-decoded,normalized/ascii/lib__arm64-v8a__libUnreal.so.txt,Eye-Tracking Enablement,low,eyeTracking,14
ai_realvr_villa-decoded,normalized/ascii/lib__arm64-v8a__libUnreal.so.txt,Biometric Signals & Metrics,high,fixation,1
ai_realvr_villa-decoded,normalized/ascii/lib__arm64-v8a__libUnreal.so.txt,Foveated Rendering,high,GetEyeTrackedFoveatedRenderingSupported,1
ai_realvr_villa-decoded,normalized/ascii/lib__arm64-v8a__libUnreal.so.txt,Foveated Rendering,medium,ovrp_SetFoveationEyeTracked,1
ai_realvr_villa-decoded,normalized/ascii/lib__arm64-v8a__libUnreal.so.txt,Foveated Rendering,medium,ovrp_GetFoveationEyeTrackedCenter,1
ai_realvr_villa-decoded,normalized/ascii/lib__arm64-v8a__libUnreal.so.txt,Foveated Rendering,high,GetEyeTrackedFoveatedRenderingSupported,1
ai_realvr_villa-decoded,normalized/ascii/lib__arm64-v8a__libUnreal.so.txt,Raw Data Collection,high,EyeTrackingState,2
ai_realvr_villa-decoded,normalized/ascii/lib__arm64-v8a__libUnreal.so.txt,General Eye Tracking Enablement,high,EyeTracked,10
ai_realvr_villa-decoded,normalized/ascii/lib__arm64-v8a__libUnreal.so.txt,General Eye Tracking Enablement,high,eyeTrackingSupported,2
ai_realvr_villa-decoded,normalized/ascii/lib__arm64-v8a__libUnreal.so.txt,Raw Data Collection,high,ovrp_GetEyeGazesState,1
ai_realvr_villa-decoded,normalized/ascii/lib__arm64-v8a__libUnreal.so.txt,Raw Data Collection,medium,ovrp_GetEyeTrackingEnabled,1
com_Ace_Ace-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Eye-Tracking Enablement,low,eyeTrack,13
com_Ace_Ace-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Eye-Tracking Enablement,low,eyeTracking,4
com_Ace_Ace-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,high,GetEyeTrackedFoveatedRenderingEnabled,1
com_Ace_Ace-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,high,GetEyeTrackedFoveatedRenderingSupported,1
com_Ace_Ace-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,medium,SetEyeTrackedFoveatedRenderingEnabled,1
com_Ace_Ace-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,medium,MetaGetEyeTrackedFoveationSupported,1
com_Ace_Ace-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,medium,MetaGetFoveationEyeTracked,1
com_Ace_Ace-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,medium,MetaSetFoveationEyeTracked,1
com_Ace_Ace-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,medium,ovrp_SetFoveationEyeTracked,1
com_Ace_Ace-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,medium,SetEyeTrackedFoveatedRenderingEnabled,1
com_Ace_Ace-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,high,GetEyeTrackedFoveatedRenderingSupported,1
com_Ace_Ace-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,General Eye Tracking Enablement,high,EyeTracked,9
com_Ace_Ace-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,General Eye Tracking Enablement,high,eyeTrackingSupported,1
com_Ace_Ace-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Raw Data Collection,high,ovrp_GetEyeGazesState,1
com_Ace_Ace-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Raw Data Collection,medium,ovrp_GetEyeTrackingEnabled,1
com_Ace_Ace-decoded,normalized/ascii/lib__arm64-v8a__libOculusXRPlugin.so.txt,Eye-Tracking Enablement,low,eye track,6
com_Ace_Ace-decoded,normalized/ascii/lib__arm64-v8a__libOculusXRPlugin.so.txt,Eye-Tracking Enablement,low,eyeTrack,25
com_Ace_Ace-decoded,normalized/ascii/lib__arm64-v8a__libOculusXRPlugin.so.txt,Eye-Tracking Enablement,low,eyeTracking,2
com_Ace_Ace-decoded,normalized/ascii/lib__arm64-v8a__libOculusXRPlugin.so.txt,Foveated Rendering,high,GetEyeTrackedFoveatedRenderingEnabled,4
com_Ace_Ace-decoded,normalized/ascii/lib__arm64-v8a__libOculusXRPlugin.so.txt,Foveated Rendering,high,GetEyeTrackedFoveatedRenderingSupported,4
com_Ace_Ace-decoded,normalized/ascii/lib__arm64-v8a__libOculusXRPlugin.so.txt,Foveated Rendering,medium,SetEyeTrackedFoveatedRenderingEnabled,4
com_Ace_Ace-decoded,normalized/ascii/lib__arm64-v8a__libOculusXRPlugin.so.txt,Foveated Rendering,medium,ovrp_SetFoveationEyeTracked,4
com_Ace_Ace-decoded,normalized/ascii/lib__arm64-v8a__libOculusXRPlugin.so.txt,Foveated Rendering,medium,ovrp_GetFoveationEyeTrackedCenter,4
com_Ace_Ace-decoded,normalized/ascii/lib__arm64-v8a__libOculusXRPlugin.so.txt,Foveated Rendering,medium,SetEyeTrackedFoveatedRenderingEnabled,4
com_Ace_Ace-decoded,normalized/ascii/lib__arm64-v8a__libOculusXRPlugin.so.txt,Foveated Rendering,high,GetEyeTrackedFoveatedRenderingSupported,4
com_Ace_Ace-decoded,normalized/ascii/lib__arm64-v8a__libOculusXRPlugin.so.txt,General Eye Tracking Enablement,high,EyeTracked,25
com_Ace_Ace-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,General Eye Tracking Enablement,high,eye tracking,2
com_Ace_Ace-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Eye-Tracking Enablement,low,eye track,6
com_Ace_Ace-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Eye-Tracking Enablement,low,eyeTrack,20
com_Ace_Ace-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Eye-Tracking Enablement,low,eyeTracking,6
com_Ace_Ace-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Foveated Rendering,high,XR_META_foveation_eye_tracked,3
com_Ace_Ace-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Foveated Rendering,medium,xrGetFoveationEyeTrackedStateMETA,2
com_Ace_Ace-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Raw Data Collection,high,ovrp_GetEyeAcceleration,1
com_Ace_Ace-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Raw Data Collection,high,ovrp_GetEyeVelocity,1
com_Ace_Ace-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Foveated Rendering,medium,ovrp_SetFoveationEyeTracked,1
com_Ace_Ace-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Foveated Rendering,medium,ovrp_GetFoveationEyeTrackedCenter,1
com_Ace_Ace-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Foveated Rendering,medium,GetFoveationEyeTrackedCenter(),2
com_Ace_Ace-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,General Eye Tracking Enablement,high,EyeTracked,9
com_Ace_Ace-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,General Eye Tracking Enablement,high,eyeTrackingSupported,2
com_Ace_Ace-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Raw Data Collection,high,ovrp_GetEyeGazesState,1
com_Ace_Ace-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Raw Data Collection,medium,ovrp_GetEyeTrackingEnabled,1
com_AgainstGravity_RecRoom-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Eye-Tracking Enablement,low,eyeTrack,9
com_AgainstGravity_RecRoom-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Eye-Tracking Enablement,low,eyeTracking,4
com_AgainstGravity_RecRoom-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,high,GetEyeTrackedFoveatedRenderingSupported,1
com_AgainstGravity_RecRoom-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,medium,SetEyeTrackedFoveatedRenderingEnabled,1
com_AgainstGravity_RecRoom-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,medium,ovrp_SetFoveationEyeTracked,1
com_AgainstGravity_RecRoom-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,medium,SetEyeTrackedFoveatedRenderingEnabled,1
com_AgainstGravity_RecRoom-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,high,GetEyeTrackedFoveatedRenderingSupported,1
com_AgainstGravity_RecRoom-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,General Eye Tracking Enablement,high,EyeTracked,5
com_AgainstGravity_RecRoom-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,General Eye Tracking Enablement,high,eyeTrackingSupported,1
com_AgainstGravity_RecRoom-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Raw Data Collection,high,ovrp_GetEyeGazesState,1
com_AgainstGravity_RecRoom-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Raw Data Collection,medium,ovrp_GetEyeTrackingEnabled,1
com_AgainstGravity_RecRoom-decoded,normalized/ascii/lib__arm64-v8a__libOculusXRPlugin.so.txt,Eye-Tracking Enablement,low,eye track,7
com_AgainstGravity_RecRoom-decoded,normalized/ascii/lib__arm64-v8a__libOculusXRPlugin.so.txt,Eye-Tracking Enablement,low,eyeTrack,9
com_AgainstGravity_RecRoom-decoded,normalized/ascii/lib__arm64-v8a__libOculusXRPlugin.so.txt,Foveated Rendering,high,GetEyeTrackedFoveatedRenderingEnabled,1
com_AgainstGravity_RecRoom-decoded,normalized/ascii/lib__arm64-v8a__libOculusXRPlugin.so.txt,Foveated Rendering,high,GetEyeTrackedFoveatedRenderingSupported,1
com_AgainstGravity_RecRoom-decoded,normalized/ascii/lib__arm64-v8a__libOculusXRPlugin.so.txt,Foveated Rendering,medium,SetEyeTrackedFoveatedRenderingEnabled,1
com_AgainstGravity_RecRoom-decoded,normalized/ascii/lib__arm64-v8a__libOculusXRPlugin.so.txt,Foveated Rendering,medium,ovrp_SetFoveationEyeTracked,1
com_AgainstGravity_RecRoom-decoded,normalized/ascii/lib__arm64-v8a__libOculusXRPlugin.so.txt,Foveated Rendering,medium,ovrp_GetFoveationEyeTrackedCenter,1
com_AgainstGravity_RecRoom-decoded,normalized/ascii/lib__arm64-v8a__libOculusXRPlugin.so.txt,Foveated Rendering,medium,SetEyeTrackedFoveatedRenderingEnabled,1
com_AgainstGravity_RecRoom-decoded,normalized/ascii/lib__arm64-v8a__libOculusXRPlugin.so.txt,Foveated Rendering,high,GetEyeTrackedFoveatedRenderingSupported,1
com_AgainstGravity_RecRoom-decoded,normalized/ascii/lib__arm64-v8a__libOculusXRPlugin.so.txt,General Eye Tracking Enablement,high,EyeTracked,9
com_AgainstGravity_RecRoom-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,General Eye Tracking Enablement,high,eye tracking,2
com_AgainstGravity_RecRoom-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Eye-Tracking Enablement,low,eye track,6
com_AgainstGravity_RecRoom-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Eye-Tracking Enablement,low,eyeTrack,18
com_AgainstGravity_RecRoom-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Eye-Tracking Enablement,low,eyeTracking,4
com_AgainstGravity_RecRoom-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Foveated Rendering,high,XR_META_foveation_eye_tracked,3
com_AgainstGravity_RecRoom-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Foveated Rendering,medium,xrGetFoveationEyeTrackedStateMETA,2
com_AgainstGravity_RecRoom-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Raw Data Collection,high,ovrp_GetEyeAcceleration,1
com_AgainstGravity_RecRoom-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Raw Data Collection,high,ovrp_GetEyeVelocity,1
com_AgainstGravity_RecRoom-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Foveated Rendering,medium,ovrp_SetFoveationEyeTracked,1
com_AgainstGravity_RecRoom-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Foveated Rendering,medium,ovrp_GetFoveationEyeTrackedCenter,1
com_AgainstGravity_RecRoom-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Foveated Rendering,medium,GetFoveationEyeTrackedCenter(),2
com_AgainstGravity_RecRoom-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,General Eye Tracking Enablement,high,EyeTracked,9
com_AgainstGravity_RecRoom-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,General Eye Tracking Enablement,high,eyeTrackingSupported,1
com_AgainstGravity_RecRoom-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Raw Data Collection,high,ovrp_GetEyeGazesState,1
com_AgainstGravity_RecRoom-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Raw Data Collection,medium,ovrp_GetEyeTrackingEnabled,1
com_AgainstGravity_RecRoom-decoded,normalized/ascii/lib__arm64-v8a__libunity.so.txt,Biometric Signals & Metrics,high,fixation,1
com_AgainstGravity_RecRoom-decoded,normalized/ascii/lib__arm64-v8a__libunity.so.txt,Gaze Geometry and Interactions,high,EyeOpenAmount,1
com_altereyes_cac-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Eye-Tracking Enablement,low,eyeTrack,6
com_altereyes_cac-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Eye-Tracking Enablement,low,eyeTracking,1
com_altereyes_cac-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,high,GetEyeTrackedFoveatedRenderingEnabled,1
com_altereyes_cac-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,high,GetEyeTrackedFoveatedRenderingSupported,1
com_altereyes_cac-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,medium,SetEyeTrackedFoveatedRenderingEnabled,1
com_altereyes_cac-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,medium,SetEyeTrackedFoveatedRenderingEnabled,1
com_altereyes_cac-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,high,GetEyeTrackedFoveatedRenderingSupported,1
com_altereyes_cac-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,General Eye Tracking Enablement,high,EyeTracked,5
com_altereyes_cac-decoded,normalized/ascii/lib__arm64-v8a__libUnityOpenXR.so.txt,Eye-Tracking Enablement,low,eyeTrack,7
com_altereyes_cac-decoded,normalized/ascii/lib__arm64-v8a__libUnityOpenXR.so.txt,Eye-Tracking Enablement,low,eyeTracking,3
com_altereyes_cac-decoded,normalized/ascii/lib__arm64-v8a__libUnityOpenXR.so.txt,Foveated Rendering,high,XR_META_foveation_eye_tracked,1
com_altereyes_cac-decoded,normalized/ascii/lib__arm64-v8a__libUnityOpenXR.so.txt,Foveated Rendering,medium,MetaGetEyeTrackedFoveationSupported,1
com_altereyes_cac-decoded,normalized/ascii/lib__arm64-v8a__libUnityOpenXR.so.txt,Foveated Rendering,medium,MetaGetFoveationEyeTracked,1
com_altereyes_cac-decoded,normalized/ascii/lib__arm64-v8a__libUnityOpenXR.so.txt,Foveated Rendering,medium,MetaSetFoveationEyeTracked,1
com_altereyes_cac-decoded,normalized/ascii/lib__arm64-v8a__libUnityOpenXR.so.txt,Foveated Rendering,medium,xrGetFoveationEyeTrackedStateMETA,1
com_altereyes_cac-decoded,normalized/ascii/lib__arm64-v8a__libUnityOpenXR.so.txt,General Eye Tracking Enablement,high,EyeTracked,4
com_AnotherAxiom_GorillaTag-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Eye-Tracking Enablement,low,eyeTrack,11
com_AnotherAxiom_GorillaTag-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Eye-Tracking Enablement,low,eyeTracking,5
com_AnotherAxiom_GorillaTag-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,medium,MetaGetEyeTrackedFoveationSupported,1
com_AnotherAxiom_GorillaTag-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,medium,MetaGetFoveationEyeTracked,1
com_AnotherAxiom_GorillaTag-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,medium,MetaSetFoveationEyeTracked,1
com_AnotherAxiom_GorillaTag-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,medium,ovrp_SetFoveationEyeTracked,1
com_AnotherAxiom_GorillaTag-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,General Eye Tracking Enablement,high,EyeTracked,6
com_AnotherAxiom_GorillaTag-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,General Eye Tracking Enablement,high,eyeTrackingSupported,1
com_AnotherAxiom_GorillaTag-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Raw Data Collection,high,ovrp_GetEyeGazesState,1
com_AnotherAxiom_GorillaTag-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Raw Data Collection,medium,ovrp_GetEyeTrackingEnabled,1
com_AnotherAxiom_GorillaTag-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,General Eye Tracking Enablement,high,eye tracking,2
com_AnotherAxiom_GorillaTag-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Eye-Tracking Enablement,low,eye track,6
com_AnotherAxiom_GorillaTag-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Eye-Tracking Enablement,low,eyeTrack,20
com_AnotherAxiom_GorillaTag-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Eye-Tracking Enablement,low,eyeTracking,6
com_AnotherAxiom_GorillaTag-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Foveated Rendering,high,XR_META_foveation_eye_tracked,3
com_AnotherAxiom_GorillaTag-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Foveated Rendering,medium,xrGetFoveationEyeTrackedStateMETA,2
com_AnotherAxiom_GorillaTag-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Raw Data Collection,high,ovrp_GetEyeAcceleration,1
com_AnotherAxiom_GorillaTag-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Raw Data Collection,high,ovrp_GetEyeVelocity,1
com_AnotherAxiom_GorillaTag-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Foveated Rendering,medium,ovrp_SetFoveationEyeTracked,1
com_AnotherAxiom_GorillaTag-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Foveated Rendering,medium,ovrp_GetFoveationEyeTrackedCenter,1
com_AnotherAxiom_GorillaTag-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Foveated Rendering,medium,GetFoveationEyeTrackedCenter(),2
com_AnotherAxiom_GorillaTag-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,General Eye Tracking Enablement,high,EyeTracked,9
com_AnotherAxiom_GorillaTag-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,General Eye Tracking Enablement,high,eyeTrackingSupported,2
com_AnotherAxiom_GorillaTag-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Raw Data Collection,high,ovrp_GetEyeGazesState,1
com_AnotherAxiom_GorillaTag-decoded,normalized/ascii/lib__arm64-v8a__libOVRPlugin.so.txt,Raw Data Collection,medium,ovrp_GetEyeTrackingEnabled,1
com_AnotherAxiom_GorillaTag-decoded,normalized/ascii/lib__arm64-v8a__libunity.so.txt,Biometric Signals & Metrics,high,fixation,1
com_AnotherAxiom_GorillaTag-decoded,normalized/ascii/lib__arm64-v8a__libunity.so.txt,Gaze Geometry and Interactions,high,EyeOpenAmount,1
com_AnotherAxiom_GorillaTag-decoded,normalized/ascii/lib__arm64-v8a__libUnityOpenXR.so.txt,Eye-Tracking Enablement,low,eyeTrack,7
com_AnotherAxiom_GorillaTag-decoded,normalized/ascii/lib__arm64-v8a__libUnityOpenXR.so.txt,Eye-Tracking Enablement,low,eyeTracking,3
com_AnotherAxiom_GorillaTag-decoded,normalized/ascii/lib__arm64-v8a__libUnityOpenXR.so.txt,Foveated Rendering,high,XR_META_foveation_eye_tracked,1
com_AnotherAxiom_GorillaTag-decoded,normalized/ascii/lib__arm64-v8a__libUnityOpenXR.so.txt,Foveated Rendering,medium,MetaGetEyeTrackedFoveationSupported,1
com_AnotherAxiom_GorillaTag-decoded,normalized/ascii/lib__arm64-v8a__libUnityOpenXR.so.txt,Foveated Rendering,medium,MetaGetFoveationEyeTracked,1
com_AnotherAxiom_GorillaTag-decoded,normalized/ascii/lib__arm64-v8a__libUnityOpenXR.so.txt,Foveated Rendering,medium,MetaSetFoveationEyeTracked,1
com_AnotherAxiom_GorillaTag-decoded,normalized/ascii/lib__arm64-v8a__libUnityOpenXR.so.txt,Foveated Rendering,medium,xrGetFoveationEyeTrackedStateMETA,1
com_AnotherAxiom_GorillaTag-decoded,normalized/ascii/lib__arm64-v8a__libUnityOpenXR.so.txt,General Eye Tracking Enablement,high,EyeTracked,4
com_AnthonyStudios_GunWorldVR-decoded,normalized/ascii/lib__arm64-v8a__libUnreal.so.txt,Eye-Tracking Enablement,low,eyeTrack,9
com_AnthonyStudios_GunWorldVR-decoded,normalized/ascii/lib__arm64-v8a__libUnreal.so.txt,Biometric Signals & Metrics,high,fixation,1
com_AnthonyStudios_GunWorldVR-decoded,normalized/ascii/lib__arm64-v8a__libUnreal.so.txt,General Eye Tracking Enablement,high,EyeTracked,1
com_applebottoms_onboardchessalpha-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Eye-Tracking Enablement,low,eyeTrack,15
com_applebottoms_onboardchessalpha-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Eye-Tracking Enablement,low,eyeTracking,6
com_applebottoms_onboardchessalpha-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,high,GetEyeTrackedFoveatedRenderingEnabled,1
com_applebottoms_onboardchessalpha-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,high,GetEyeTrackedFoveatedRenderingSupported,1
com_applebottoms_onboardchessalpha-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,medium,SetEyeTrackedFoveatedRenderingEnabled,1
com_applebottoms_onboardchessalpha-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,medium,MetaGetEyeTrackedFoveationSupported,1
com_applebottoms_onboardchessalpha-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,medium,MetaGetFoveationEyeTracked,1
com_applebottoms_onboardchessalpha-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,medium,MetaSetFoveationEyeTracked,1
com_applebottoms_onboardchessalpha-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,medium,ovrp_SetFoveationEyeTracked,1
com_applebottoms_onboardchessalpha-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,medium,SetEyeTrackedFoveatedRenderingEnabled,1
com_applebottoms_onboardchessalpha-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Foveated Rendering,high,GetEyeTrackedFoveatedRenderingSupported,1
com_applebottoms_onboardchessalpha-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,General Eye Tracking Enablement,high,EyeTracked,9
com_applebottoms_onboardchessalpha-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,General Eye Tracking Enablement,high,eyeTrackingSupported,1
com_applebottoms_onboardchessalpha-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Raw Data Collection,high,ovrp_GetEyeGazesState,1
com_applebottoms_onboardchessalpha-decoded,normalized/ascii/lib__arm64-v8a__libil2cpp.so.txt,Raw Data Collection,medium,ovrp_GetEyeTrackingEnabled,1
com_applebottoms_onboardchessalpha-decoded,normalized/ascii/lib__arm64-v8a__libovravatar2.so.txt,Biometric Signals & Metrics,medium,saccade,2
